market_ticker,event_ticker,yes_sub_title,status,result,settlement_value_dollars,settlement_ts,close_time,expiration_value
KXWNBAGAME-25JUL16GSSEA-SEA,KXWNBAGAME-25JUL16GSSEA,Seattle,finalized,yes,1.0,2025-07-16 21:29:10.195578+00:00,2025-07-16 21:24:10.589441+00:00,Seattle
KXWNBAGAME-25JUL16INDNY-IND,KXWNBAGAME-25JUL16INDNY,Indiana,finalized,no,0.0,2025-07-17 01:35:27.395109+00:00,2025-07-17 01:30:27.306846+00:00,New York
KXWNBAGAME-25JUL16INDNY-NY,KXWNBAGAME-25JUL16INDNY,New York,finalized,yes,1.0,2025-07-17 01:35:27.395109+00:00,2025-07-17 01:30:27.306846+00:00,New York
KXWNBAGAME-25JUL16LVDAL-DAL,KXWNBAGAME-25JUL16LVDAL,Dallas,finalized,no,0.0,2025-07-17 02:15:53.195230+00:00,2025-07-17 02:10:53.753329+00:00,Las Vegas
KXWNBAGAME-25JUL16LVDAL-LV,KXWNBAGAME-25JUL16LVDAL,Las Vegas,finalized,yes,1.0,2025-07-17 02:15:53.195230+00:00,2025-07-17 02:10:53.753329+00:00,Las Vegas
KXWNBAGAME-25JUL16PHXMIN-MIN,KXWNBAGAME-25JUL16PHXMIN,Minnesota,finalized,yes,1.0,2025-07-16 19:10:58.385357+00:00,2025-07-16 19:05:58.166294+00:00,Minnesota
KXWNBAGAME-25JUL16PHXMIN-PHX,KXWNBAGAME-25JUL16PHXMIN,Phoenix,finalized,no,0.0,2025-07-16 19:10:58.385357+00:00,2025-07-16 19:05:58.166294+00:00,Minnesota
KXWNBAGAME-25JUL19COLCLA-CLA,KXWNBAGAME-25JUL19COLCLA,Team Clark,finalized,no,0.0,2025-07-20 02:51:18.402551+00:00,2025-07-20 02:46:18.523208+00:00,Team Collier
KXWNBAGAME-25JUL19COLCLA-COL,KXWNBAGAME-25JUL19COLCLA,Team Collier,finalized,yes,1.0,2025-07-20 02:51:18.402551+00:00,2025-07-20 02:46:18.523208+00:00,Team Collier
KXWNBAGAME-25JUL22ATLLV-ATL,KXWNBAGAME-25JUL22ATLLV,Atlanta,finalized,no,0.0,2025-07-23 04:23:13.589541+00:00,2025-07-23 04:18:13.067951+00:00,Las Vegas
KXWNBAGAME-25JUL22ATLLV-LV,KXWNBAGAME-25JUL22ATLLV,Las Vegas,finalized,yes,1.0,2025-07-23 04:23:13.589541+00:00,2025-07-23 04:18:13.067951+00:00,Las Vegas
KXWNBAGAME-25JUL22CHIMIN-CHI,KXWNBAGAME-25JUL22CHIMIN,Chicago,finalized,no,0.0,2025-07-23 02:13:31.589012+00:00,2025-07-23 02:08:31.402962+00:00,Minnesota
KXWNBAGAME-25JUL22CHIMIN-MIN,KXWNBAGAME-25JUL22CHIMIN,Minnesota,finalized,yes,1.0,2025-07-23 02:13:31.589012+00:00,2025-07-23 02:08:31.402962+00:00,Minnesota
KXWNBAGAME-25JUL22DALSEA-DAL,KXWNBAGAME-25JUL22DALSEA,Dallas,finalized,yes,1.0,2025-07-23 04:11:37.589609+00:00,2025-07-23 04:06:37.880734+00:00,Dallas
KXWNBAGAME-25JUL22DALSEA-SEA,KXWNBAGAME-25JUL22DALSEA,Seattle,finalized,no,0.0,2025-07-23 04:11:37.589609+00:00,2025-07-23 04:06:37.880734+00:00,Dallas
KXWNBAGAME-25JUL22INDNY-IND,KXWNBAGAME-25JUL22INDNY,Indiana,finalized,no,0.0,2025-07-23 02:23:13.598946+00:00,2025-07-23 02:18:13.587507+00:00,New York
KXWNBAGAME-25JUL22INDNY-NY,KXWNBAGAME-25JUL22INDNY,New York,finalized,yes,1.0,2025-07-23 02:23:13.598946+00:00,2025-07-23 02:18:13.587507+00:00,New York
KXWNBAGAME-25JUL22LAWSH-LA,KXWNBAGAME-25JUL22LAWSH,Los Angeles,finalized,yes,1.0,2025-07-23 01:49:14.589045+00:00,2025-07-23 01:44:14.372708+00:00,Los Angeles
KXWNBAGAME-25JUL22LAWSH-WSH,KXWNBAGAME-25JUL22LAWSH,Washington,finalized,no,0.0,2025-07-23 01:49:14.589045+00:00,2025-07-23 01:44:14.372708+00:00,Los Angeles
KXWNBAGAME-25JUL23ATLPHX-ATL,KXWNBAGAME-25JUL23ATLPHX,Atlanta,finalized,yes,1.0,2025-07-24 04:19:11.598734+00:00,2025-07-24 04:14:11.486192+00:00,Atlanta
KXWNBAGAME-25JUL23ATLPHX-PHX,KXWNBAGAME-25JUL23ATLPHX,Phoenix,finalized,no,0.0,2025-07-24 04:19:11.598734+00:00,2025-07-24 04:14:11.486192+00:00,Atlanta
KXWNBAGAME-25JUL24LACONN-CONN,KXWNBAGAME-25JUL24LACONN,Connecticut,finalized,no,0.0,2025-07-25 01:13:38.985489+00:00,2025-07-25 01:08:38.471639+00:00,Los Angeles
KXWNBAGAME-25JUL24LACONN-LA,KXWNBAGAME-25JUL24LACONN,Los Angeles,finalized,yes,1.0,2025-07-25 01:13:38.985489+00:00,2025-07-25 01:08:38.471639+00:00,Los Angeles
KXWNBAGAME-25JUL24LVIND-IND,KXWNBAGAME-25JUL24LVIND,Indiana,finalized,yes,1.0,2025-07-25 01:25:58.995646+00:00,2025-07-25 01:20:58.398141+00:00,Indiana
KXWNBAGAME-25JUL24LVIND-LV,KXWNBAGAME-25JUL24LVIND,Las Vegas,finalized,no,0.0,2025-07-25 01:25:58.995646+00:00,2025-07-25 01:20:58.398141+00:00,Indiana
KXWNBAGAME-25JUL24SEACHI-CHI,KXWNBAGAME-25JUL24SEACHI,Chicago,finalized,no,0.0,2025-07-25 02:39:12.985482+00:00,2025-07-25 02:34:12.688321+00:00,Seattle
KXWNBAGAME-25JUL24SEACHI-SEA,KXWNBAGAME-25JUL24SEACHI,Seattle,finalized,yes,1.0,2025-07-25 02:39:12.985482+00:00,2025-07-25 02:34:12.688321+00:00,Seattle
KXWNBAGAME-25JUL25DALGS-DAL,KXWNBAGAME-25JUL25DALGS,Dallas,finalized,no,0.0,2025-07-26 04:21:36.250338+00:00,2025-07-26 04:16:35.870849+00:00,Golden State
KXWNBAGAME-25JUL25DALGS-GS,KXWNBAGAME-25JUL25DALGS,Golden State,finalized,yes,1.0,2025-07-26 04:21:36.250338+00:00,2025-07-26 04:16:35.870849+00:00,Golden State
KXWNBAGAME-25JUL25LVMIN-LV,KXWNBAGAME-25JUL25LVMIN,Las Vegas,finalized,no,0.0,2025-07-26 01:45:52.250347+00:00,2025-07-26 01:40:52.210745+00:00,Minnesota
KXWNBAGAME-25JUL25LVMIN-MIN,KXWNBAGAME-25JUL25LVMIN,Minnesota,finalized,yes,1.0,2025-07-26 01:45:52.250347+00:00,2025-07-26 01:40:52.210745+00:00,Minnesota
KXWNBAGAME-25JUL25PHXNY-NY,KXWNBAGAME-25JUL25PHXNY,New York,finalized,yes,1.0,2025-07-26 01:51:39.251122+00:00,2025-07-26 01:46:36.845664+00:00,New York
KXWNBAGAME-25JUL25PHXNY-PHX,KXWNBAGAME-25JUL25PHXNY,Phoenix,finalized,no,0.0,2025-07-26 01:51:39.251122+00:00,2025-07-26 01:46:36.845664+00:00,New York
KXWNBAGAME-25JUL26LANY-LA,KXWNBAGAME-25JUL26LANY,Los Angeles,finalized,yes,1.0,2025-07-27 01:11:37.250532+00:00,2025-07-27 01:06:37.534162+00:00,Los Angeles
KXWNBAGAME-25JUL26LANY-NY,KXWNBAGAME-25JUL26LANY,New York,finalized,no,0.0,2025-07-27 01:11:37.250532+00:00,2025-07-27 01:06:37.534162+00:00,Los Angeles
KXWNBAGAME-25JUL26SEAWSH-SEA,KXWNBAGAME-25JUL26SEAWSH,Seattle,finalized,no,0.0,2025-07-27 01:43:21.250407+00:00,2025-07-27 01:38:21.054443+00:00,Washington
KXWNBAGAME-25JUL26SEAWSH-WSH,KXWNBAGAME-25JUL26SEAWSH,Washington,finalized,yes,1.0,2025-07-27 01:43:21.250407+00:00,2025-07-27 01:38:21.054443+00:00,Washington
KXWNBAGAME-25JUL27ATLMIN-ATL,KXWNBAGAME-25JUL27ATLMIN,Atlanta,finalized,yes,1.0,2025-07-28 01:25:47.451111+00:00,2025-07-28 01:20:47.262599+00:00,Atlanta
KXWNBAGAME-25JUL27ATLMIN-MIN,KXWNBAGAME-25JUL27ATLMIN,Minnesota,finalized,no,0.0,2025-07-28 01:25:47.451111+00:00,2025-07-28 01:20:47.262599+00:00,Atlanta
KXWNBAGAME-25JUL27GSCONN-CONN,KXWNBAGAME-25JUL27GSCONN,Connecticut,finalized,yes,1.0,2025-07-27 19:25:45.260512+00:00,2025-07-27 19:20:45.556918+00:00,Connecticut
KXWNBAGAME-25JUL27GSCONN-GS,KXWNBAGAME-25JUL27GSCONN,Golden State,finalized,no,0.0,2025-07-27 19:25:45.260512+00:00,2025-07-27 19:20:45.556918+00:00,Connecticut
KXWNBAGAME-25JUL27INDCHI-CHI,KXWNBAGAME-25JUL27INDCHI,Chicago,finalized,no,0.0,2025-07-27 21:21:34.650619+00:00,2025-07-27 21:16:34.104916+00:00,Indiana
KXWNBAGAME-25JUL27INDCHI-IND,KXWNBAGAME-25JUL27INDCHI,Indiana,finalized,yes,1.0,2025-07-27 21:21:34.650619+00:00,2025-07-27 21:16:34.104916+00:00,Indiana
KXWNBAGAME-25JUL27LVDAL-DAL,KXWNBAGAME-25JUL27LVDAL,Dallas,finalized,no,0.0,2025-07-27 22:27:46.650854+00:00,2025-07-27 22:22:46.418250+00:00,Las Vegas
KXWNBAGAME-25JUL27LVDAL-LV,KXWNBAGAME-25JUL27LVDAL,Las Vegas,finalized,yes,1.0,2025-07-27 22:27:46.650854+00:00,2025-07-27 22:22:46.418250+00:00,Las Vegas
KXWNBAGAME-25JUL27PHXWSH-PHX,KXWNBAGAME-25JUL27PHXWSH,Phoenix,finalized,yes,1.0,2025-07-28 00:11:40.650768+00:00,2025-07-28 00:06:40.509377+00:00,Phoenix
KXWNBAGAME-25JUL27PHXWSH-WSH,KXWNBAGAME-25JUL27PHXWSH,Washington,finalized,no,0.0,2025-07-28 00:11:40.650768+00:00,2025-07-28 00:06:40.509377+00:00,Phoenix
KXWNBAGAME-25JUL28NYDAL-DAL,KXWNBAGAME-25JUL28NYDAL,Dallas,finalized,yes,1.0,2025-07-29 02:23:36.251450+00:00,2025-07-29 02:18:36.639198+00:00,Dallas
KXWNBAGAME-25JUL28NYDAL-NY,KXWNBAGAME-25JUL28NYDAL,New York,finalized,no,0.0,2025-07-29 02:23:36.251450+00:00,2025-07-29 02:18:36.639198+00:00,Dallas
KXWNBAGAME-25JUL28SEACONN-CONN,KXWNBAGAME-25JUL28SEACONN,Connecticut,finalized,no,0.0,2025-07-29 01:13:14.251152+00:00,2025-07-29 01:08:14.069451+00:00,Seattle
KXWNBAGAME-25JUL28SEACONN-SEA,KXWNBAGAME-25JUL28SEACONN,Seattle,finalized,yes,1.0,2025-07-29 01:13:14.251152+00:00,2025-07-29 01:08:14.069451+00:00,Seattle
KXWNBAGAME-25JUL29CHIWSH-CHI,KXWNBAGAME-25JUL29CHIWSH,Chicago,finalized,no,0.0,2025-07-30 02:21:13.363146+00:00,2025-07-30 02:16:13.344615+00:00,Washington
KXWNBAGAME-25JUL29CHIWSH-WSH,KXWNBAGAME-25JUL29CHIWSH,Washington,finalized,yes,1.0,2025-07-30 02:21:13.363146+00:00,2025-07-30 02:16:13.344615+00:00,Washington
KXWNBAGAME-25JUL29GSATL-ATL,KXWNBAGAME-25JUL29GSATL,Atlanta,finalized,no,0.0,2025-07-30 02:09:35.363152+00:00,2025-07-30 02:04:35.393889+00:00,Golden State
KXWNBAGAME-25JUL29GSATL-GS,KXWNBAGAME-25JUL29GSATL,Golden State,finalized,yes,1.0,2025-07-30 02:09:35.363152+00:00,2025-07-30 02:04:35.393889+00:00,Golden State
KXWNBAGAME-25JUL29LVLA-LA,KXWNBAGAME-25JUL29LVLA,Los Angeles,finalized,no,0.0,2025-07-30 04:11:19.348782+00:00,2025-07-30 04:06:19.110976+00:00,Las Vegas
KXWNBAGAME-25JUL29LVLA-LV,KXWNBAGAME-25JUL29LVLA,Las Vegas,finalized,yes,1.0,2025-07-30 04:11:19.348782+00:00,2025-07-30 04:06:19.110976+00:00,Las Vegas
KXWNBAGAME-25JUL30ATLDAL-ATL,KXWNBAGAME-25JUL30ATLDAL,Atlanta,finalized,yes,1.0,2025-07-31 02:23:35.175499+00:00,2025-07-31 02:18:35.360275+00:00,Atlanta
KXWNBAGAME-25JUL30ATLDAL-DAL,KXWNBAGAME-25JUL30ATLDAL,Dallas,finalized,no,0.0,2025-07-31 02:23:35.175499+00:00,2025-07-31 02:18:35.360275+00:00,Atlanta
KXWNBAGAME-25JUL30NYMIN-MIN,KXWNBAGAME-25JUL30NYMIN,Minnesota,finalized,yes,1.0,2025-07-31 02:19:52.185454+00:00,2025-07-31 02:14:52.168359+00:00,Minnesota
KXWNBAGAME-25JUL30NYMIN-NY,KXWNBAGAME-25JUL30NYMIN,New York,finalized,no,0.0,2025-07-31 02:19:52.185454+00:00,2025-07-31 02:14:52.168359+00:00,Minnesota
KXWNBAGAME-25JUL30PHXIND-IND,KXWNBAGAME-25JUL30PHXIND,Indiana,finalized,yes,1.0,2025-07-31 01:31:42.375043+00:00,2025-07-31 01:26:42.528964+00:00,Indiana
KXWNBAGAME-25JUL30PHXIND-PHX,KXWNBAGAME-25JUL30PHXIND,Phoenix,finalized,no,0.0,2025-07-31 01:31:42.375043+00:00,2025-07-31 01:26:42.528964+00:00,Indiana
KXWNBAGAME-25JUL31GSWSH-GS,KXWNBAGAME-25JUL31GSWSH,Golden State,finalized,yes,1.0,2025-08-01 01:59:31.171519+00:00,2025-08-01 01:54:31.591761+00:00,Golden State
KXWNBAGAME-25JUL31GSWSH-WSH,KXWNBAGAME-25JUL31GSWSH,Washington,finalized,no,0.0,2025-08-01 01:59:31.171519+00:00,2025-08-01 01:54:31.591761+00:00,Golden State
KXWNBAGAME-25JUN01CONNNY-CONN,KXWNBAGAME-25JUN01CONNNY,Connecticut,finalized,no,0.0,2025-06-01 21:08:36.357322+00:00,2025-06-01 21:03:35.998296+00:00,New York
KXWNBAGAME-25JUN01CONNNY-NY,KXWNBAGAME-25JUN01CONNNY,New York,finalized,yes,1.0,2025-06-01 21:08:36.357322+00:00,2025-06-01 21:03:35.998296+00:00,New York
KXWNBAGAME-25JUN01LVSEA-LV,KXWNBAGAME-25JUN01LVSEA,Las Vegas,finalized,yes,1.0,2025-06-02 00:17:44.157181+00:00,2025-06-02 00:12:43.375376+00:00,Las Vegas
KXWNBAGAME-25JUN01LVSEA-SEA,KXWNBAGAME-25JUN01LVSEA,Seattle,finalized,no,0.0,2025-06-02 00:17:44.157181+00:00,2025-06-02 00:12:43.375376+00:00,Las Vegas
KXWNBAGAME-25JUN01MINGS-GS,KXWNBAGAME-25JUN01MINGS,Golden State,finalized,no,0.0,2025-06-02 02:59:33.157009+00:00,2025-06-02 02:54:32.647113+00:00,Minnesota
KXWNBAGAME-25JUN01MINGS-MIN,KXWNBAGAME-25JUN01MINGS,Minnesota,finalized,yes,1.0,2025-06-02 02:59:33.157009+00:00,2025-06-02 02:54:32.647113+00:00,Minnesota
KXWNBAGAME-25JUN01PHXLA-LA,KXWNBAGAME-25JUN01PHXLA,Los Angeles,finalized,no,0.0,2025-06-02 00:21:23.156494+00:00,2025-06-02 00:16:22.702993+00:00,Phoenix
KXWNBAGAME-25JUN01PHXLA-PHX,KXWNBAGAME-25JUN01PHXLA,Phoenix,finalized,yes,1.0,2025-06-02 00:21:23.156494+00:00,2025-06-02 00:16:22.702993+00:00,Phoenix
KXWNBAGAME-25JUN03DALSEA-DAL,KXWNBAGAME-25JUN03DALSEA,Dallas,finalized,no,0.0,2025-06-04 04:01:30.362510+00:00,2025-06-04 03:56:30.220325+00:00,Seattle
KXWNBAGAME-25JUN03DALSEA-SEA,KXWNBAGAME-25JUN03DALSEA,Seattle,finalized,yes,1.0,2025-06-04 04:01:30.362510+00:00,2025-06-04 03:56:30.220325+00:00,Seattle
KXWNBAGAME-25JUN03PHXMIN-MIN,KXWNBAGAME-25JUN03PHXMIN,Minnesota,finalized,yes,1.0,2025-06-04 02:01:45.772958+00:00,2025-06-04 01:56:45.903592+00:00,Minnesota
KXWNBAGAME-25JUN03PHXMIN-PHX,KXWNBAGAME-25JUN03PHXMIN,Phoenix,finalized,no,0.0,2025-06-04 02:01:45.772958+00:00,2025-06-04 01:56:45.903592+00:00,Minnesota
KXWNBAGAME-25JUN03WSHIND-IND,KXWNBAGAME-25JUN03WSHIND,Indiana,finalized,yes,1.0,2025-06-04 01:23:28.362860+00:00,2025-06-04 01:18:28.819814+00:00,Indiana
KXWNBAGAME-25JUN03WSHIND-WSH,KXWNBAGAME-25JUN03WSHIND,Washington,finalized,no,0.0,2025-06-04 01:23:28.362860+00:00,2025-06-04 01:18:28.819814+00:00,Indiana
KXWNBAGAME-25JUN05GSPHX-GS,KXWNBAGAME-25JUN05GSPHX,Golden State,finalized,no,0.0,2025-06-06 04:25:58.356854+00:00,2025-06-06 04:20:58.283095+00:00,Phoenix
KXWNBAGAME-25JUN05GSPHX-PHX,KXWNBAGAME-25JUN05GSPHX,Phoenix,finalized,yes,1.0,2025-06-06 04:25:58.356854+00:00,2025-06-06 04:20:58.283095+00:00,Phoenix
KXWNBAGAME-25JUN05NYWSH-NY,KXWNBAGAME-25JUN05NYWSH,New York,finalized,yes,1.0,2025-06-06 01:59:30.356578+00:00,2025-06-06 01:54:29.966843+00:00,New York
KXWNBAGAME-25JUN05NYWSH-WSH,KXWNBAGAME-25JUN05NYWSH,Washington,finalized,no,0.0,2025-06-06 01:59:30.356578+00:00,2025-06-06 01:54:29.966843+00:00,New York
KXWNBAGAME-25JUN06ATLCONN-ATL,KXWNBAGAME-25JUN06ATLCONN,Atlanta,finalized,no,0.0,2025-06-07 01:47:35.440719+00:00,2025-06-07 01:42:35.297851+00:00,Connecticut
KXWNBAGAME-25JUN06ATLCONN-CONN,KXWNBAGAME-25JUN06ATLCONN,Connecticut,finalized,yes,1.0,2025-06-07 01:47:35.440719+00:00,2025-06-07 01:42:35.297851+00:00,Connecticut
KXWNBAGAME-25JUN06LADAL-DAL,KXWNBAGAME-25JUN06LADAL,Dallas,finalized,no,0.0,2025-06-07 03:53:16.436527+00:00,2025-06-07 03:48:16.259382+00:00,Los Angeles
KXWNBAGAME-25JUN06LADAL-LA,KXWNBAGAME-25JUN06LADAL,Los Angeles,finalized,yes,1.0,2025-06-07 03:53:16.436527+00:00,2025-06-07 03:48:16.259382+00:00,Los Angeles
KXWNBAGAME-25JUN07INDCHI-CHI,KXWNBAGAME-25JUN07INDCHI,Chicago,finalized,no,0.0,2025-06-08 02:19:38.037203+00:00,2025-06-08 02:14:37.096979+00:00,Indiana
KXWNBAGAME-25JUN07INDCHI-IND,KXWNBAGAME-25JUN07INDCHI,Indiana,finalized,yes,1.0,2025-06-08 02:19:38.037203+00:00,2025-06-08 02:14:37.096979+00:00,Indiana
KXWNBAGAME-25JUN07LVGS-GS,KXWNBAGAME-25JUN07LVGS,Golden State,finalized,yes,1.0,2025-06-07 21:35:50.037066+00:00,2025-06-07 21:30:49.354638+00:00,Golden State
KXWNBAGAME-25JUN07LVGS-LV,KXWNBAGAME-25JUN07LVGS,Las Vegas,finalized,no,0.0,2025-06-07 21:35:50.037066+00:00,2025-06-07 21:30:49.354638+00:00,Golden State
KXWNBAGAME-25JUN07SEAPHX-PHX,KXWNBAGAME-25JUN07SEAPHX,Phoenix,finalized,no,0.0,2025-06-08 04:08:19.036711+00:00,2025-06-08 04:03:18.308489+00:00,Seattle
KXWNBAGAME-25JUN07SEAPHX-SEA,KXWNBAGAME-25JUN07SEAPHX,Seattle,finalized,yes,1.0,2025-06-08 04:08:19.036711+00:00,2025-06-08 04:03:18.308489+00:00,Seattle
KXWNBAGAME-25JUN08CONNWSH-CONN,KXWNBAGAME-25JUN08CONNWSH,Connecticut,finalized,no,0.0,2025-06-08 21:27:36.031917+00:00,2025-06-08 21:22:35.458396+00:00,Washington
KXWNBAGAME-25JUN08CONNWSH-WSH,KXWNBAGAME-25JUN08CONNWSH,Washington,finalized,yes,1.0,2025-06-08 21:27:36.031917+00:00,2025-06-08 21:22:35.458396+00:00,Washington
KXWNBAGAME-25JUN08MINDAL-DAL,KXWNBAGAME-25JUN08MINDAL,Dallas,finalized,no,0.0,2025-06-08 22:17:22.030934+00:00,2025-06-08 22:12:21.418934+00:00,Minnesota
KXWNBAGAME-25JUN08MINDAL-MIN,KXWNBAGAME-25JUN08MINDAL,Minnesota,finalized,yes,1.0,2025-06-08 22:17:22.030934+00:00,2025-06-08 22:12:21.418934+00:00,Minnesota
KXWNBAGAME-25JUN09GSLA-GS,KXWNBAGAME-25JUN09GSLA,Golden State,finalized,yes,1.0,2025-06-10 04:39:36.035425+00:00,2025-06-10 04:34:34.974728+00:00,Golden State
KXWNBAGAME-25JUN09GSLA-LA,KXWNBAGAME-25JUN09GSLA,Los Angeles,finalized,no,0.0,2025-06-10 04:39:36.035425+00:00,2025-06-10 04:34:34.974728+00:00,Golden State
KXWNBAGAME-25JUN10CHINY-CHI,KXWNBAGAME-25JUN10CHINY,Chicago,finalized,no,0.0,2025-06-11 02:03:45.044156+00:00,2025-06-11 01:58:44.009384+00:00,New York
KXWNBAGAME-25JUN10CHINY-NY,KXWNBAGAME-25JUN10CHINY,New York,finalized,yes,1.0,2025-06-11 02:03:45.044156+00:00,2025-06-11 01:58:44.009384+00:00,New York
KXWNBAGAME-25JUN10INDATL-ATL,KXWNBAGAME-25JUN10INDATL,Atlanta,finalized,yes,1.0,2025-06-11 01:49:36.034214+00:00,2025-06-11 01:44:34.961196+00:00,Atlanta
KXWNBAGAME-25JUN10INDATL-IND,KXWNBAGAME-25JUN10INDATL,Indiana,finalized,no,0.0,2025-06-11 01:49:36.034214+00:00,2025-06-11 01:44:34.961196+00:00,Atlanta
KXWNBAGAME-25JUN11DALPHX-DAL,KXWNBAGAME-25JUN11DALPHX,Dallas,finalized,no,0.0,2025-06-12 04:09:19.483822+00:00,2025-06-12 04:04:19.540246+00:00,Phoenix
KXWNBAGAME-25JUN11DALPHX-PHX,KXWNBAGAME-25JUN11DALPHX,Phoenix,finalized,yes,1.0,2025-06-12 04:09:19.483822+00:00,2025-06-12 04:04:19.540246+00:00,Phoenix
KXWNBAGAME-25JUN11LALV-LA,KXWNBAGAME-25JUN11LALV,Los Angeles,finalized,yes,1.0,2025-06-12 04:23:49.483403+00:00,2025-06-12 04:18:49.252189+00:00,Los Angeles
KXWNBAGAME-25JUN11LALV-LV,KXWNBAGAME-25JUN11LALV,Las Vegas,finalized,no,0.0,2025-06-12 04:23:49.483403+00:00,2025-06-12 04:18:49.252189+00:00,Los Angeles
KXWNBAGAME-25JUN11MINSEA-MIN,KXWNBAGAME-25JUN11MINSEA,Minnesota,finalized,no,0.0,2025-06-12 04:17:52.484160+00:00,2025-06-12 04:12:52.622165+00:00,Seattle
KXWNBAGAME-25JUN11MINSEA-SEA,KXWNBAGAME-25JUN11MINSEA,Seattle,finalized,yes,1.0,2025-06-12 04:17:52.484160+00:00,2025-06-12 04:12:52.622165+00:00,Seattle
KXWNBAGAME-25JUN13CHIATL-ATL,KXWNBAGAME-25JUN13CHIATL,Atlanta,finalized,yes,1.0,2025-06-14 01:45:44.082876+00:00,2025-06-14 01:40:43.393704+00:00,Atlanta
KXWNBAGAME-25JUN13CHIATL-CHI,KXWNBAGAME-25JUN13CHIATL,Chicago,finalized,no,0.0,2025-06-14 01:45:44.082876+00:00,2025-06-14 01:40:43.393704+00:00,Atlanta
KXWNBAGAME-25JUN13DALLV-DAL,KXWNBAGAME-25JUN13DALLV,Dallas,finalized,no,0.0,2025-06-14 04:19:44.082775+00:00,2025-06-14 04:14:44.563621+00:00,Las Vegas
KXWNBAGAME-25JUN13DALLV-LV,KXWNBAGAME-25JUN13DALLV,Las Vegas,finalized,yes,1.0,2025-06-14 04:19:44.082775+00:00,2025-06-14 04:14:44.563621+00:00,Las Vegas
KXWNBAGAME-25JUN14LAMIN-LA,KXWNBAGAME-25JUN14LAMIN,Los Angeles,finalized,no,0.0,2025-06-14 19:23:48.883189+00:00,2025-06-14 19:18:48.453930+00:00,Minnesota
KXWNBAGAME-25JUN14LAMIN-MIN,KXWNBAGAME-25JUN14LAMIN,Minnesota,finalized,yes,1.0,2025-06-14 19:23:48.883189+00:00,2025-06-14 19:18:48.453930+00:00,Minnesota
KXWNBAGAME-25JUN14NYIND-IND,KXWNBAGAME-25JUN14NYIND,Indiana,finalized,yes,1.0,2025-06-14 21:27:49.882552+00:00,2025-06-14 21:22:49.134804+00:00,Indiana
KXWNBAGAME-25JUN14NYIND-NY,KXWNBAGAME-25JUN14NYIND,New York,finalized,no,0.0,2025-06-14 21:27:49.882552+00:00,2025-06-14 21:22:49.134804+00:00,Indiana
KXWNBAGAME-25JUN14SEAGS-GS,KXWNBAGAME-25JUN14SEAGS,Golden State,finalized,yes,1.0,2025-06-15 03:03:22.882372+00:00,2025-06-15 02:58:22.332591+00:00,Golden State
KXWNBAGAME-25JUN14SEAGS-SEA,KXWNBAGAME-25JUN14SEAGS,Seattle,finalized,no,0.0,2025-06-15 03:03:22.882372+00:00,2025-06-15 02:58:22.332591+00:00,Golden State
